2024-10-13T17:11:41.120-04:00,IdeState,Active,Editor,voting.py,3,18
2024-10-13T23:20:35.250-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:36.251-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:37.254-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:38.254-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:39.257-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:40.261-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:41.262-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:42.265-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:43.266-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:44.268-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:45.270-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:46.272-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:47.274-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:48.281-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:49.282-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:50.290-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:51.291-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:52.293-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:53.296-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:54.296-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:55.298-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:56.298-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:57.300-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:58.302-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:59.302-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:00.304-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:01.305-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:02.307-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:03.309-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:04.310-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:05.313-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:06.315-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:07.316-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:08.317-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:09.318-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:10.320-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:11.322-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:12.323-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:13.368-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:14.396-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:15.397-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:16.399-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:17.400-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:18.402-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:19.404-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:20.406-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:21.407-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:22.408-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:23.410-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:24.411-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:25.413-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:26.413-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:27.416-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:28.417-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:29.417-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:30.418-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:31.420-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:32.422-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:33.424-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:34.425-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:35.428-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:36.429-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:37.430-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:38.433-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:39.435-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:40.438-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:41.440-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:42.442-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:43.445-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:44.447-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:45.448-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:46.449-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:47.450-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:48.451-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:49.452-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:50.452-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:51.471-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:52.473-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:53.476-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:54.479-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:55.480-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:56.482-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:57.484-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:58.485-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:21:59.487-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:22:00.489-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:22:01.491-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:22:02.492-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:22:03.494-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:22:04.495-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:22:05.497-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:22:06.498-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:22:07.500-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:22:08.502-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:22:09.504-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:22:10.504-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:22:11.505-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:22:12.508-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:22:13.510-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:22:14.512-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:22:15.514-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:22:16.516-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:40:01.017-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:40:02.067-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:40:03.083-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:40:04.242-04:00,IdeState,Active,Popup,*,-1,-1
2024-10-18T15:40:05.859-04:00,IdeState,Active,Popup,*,-1,-1
2024-10-18T15:40:07.211-04:00,IdeState,Active,Popup,*,-1,-1
2024-10-18T15:40:08.213-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:09.214-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:10.215-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:11.217-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:12.219-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:13.239-04:00,IdeState,Active,Popup,*,-1,-1
2024-10-18T15:40:14.239-04:00,IdeState,Active,Popup,*,-1,-1
2024-10-18T15:40:15.138-04:00,Action,NewPythonFile,Popup,*,-1,-1
2024-10-18T15:40:15.435-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:16.436-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:17.436-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:18.439-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:19.441-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:20.443-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:21.445-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:22.446-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:23.447-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:24.448-04:00,IdeState,Active,Popup,*,-1,-1
2024-10-18T15:40:25.450-04:00,IdeState,Active,Popup,*,-1,-1
2024-10-18T15:40:25.749-04:00,Action,NewPythonFile,Popup,*,-1,-1
2024-10-18T15:40:26.452-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:27.453-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:28.454-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:29.455-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:30.163-04:00,Action,EditorBackSpace,Project,*,-1,-1
2024-10-18T15:40:30.457-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:31.459-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:31.942-04:00,Action,EditorBackSpace,Project,*,-1,-1
2024-10-18T15:40:32.461-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:33.463-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:34.464-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:35.520-04:00,IdeState,Active,Project,*,-1,-1
2024-10-18T15:40:36.520-04:00,IdeState,Active,Editor,*,0,0
2024-10-18T15:40:37.522-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:40:38.523-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:40:39.523-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:40:40.525-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:40:41.527-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:40:42.528-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:40:43.530-04:00,IdeState,Active,Editor,*,0,0
2024-10-18T15:40:44.531-04:00,IdeState,Active,Editor,*,0,0
2024-10-18T15:40:45.531-04:00,IdeState,Active,Editor,*,0,0
2024-10-18T15:40:46.534-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:40:47.538-04:00,IdeState,Active,Editor,*,0,0
2024-10-18T15:40:47.807-04:00,Action,EditorPaste,Editor,*,0,0
2024-10-18T15:40:48.540-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:40:49.543-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:40:50.545-04:00,IdeState,Active,Popup,*,24,61
2024-10-18T15:40:51.547-04:00,IdeState,Active,Popup,*,24,61
2024-10-18T15:40:52.554-04:00,IdeState,Active,Popup,*,24,61
2024-10-18T15:40:53.558-04:00,IdeState,Active,Popup,*,24,61
2024-10-18T15:40:54.560-04:00,IdeState,Active,Popup,*,24,61
2024-10-18T15:40:55.563-04:00,IdeState,Active,Popup,*,24,61
2024-10-18T15:40:56.027-04:00,Action,Print,Editor,*,24,61
2024-10-18T15:40:56.566-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:40:57.584-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:40:58.589-04:00,IdeState,Active,Popup,*,24,61
2024-10-18T15:40:59.590-04:00,IdeState,Active,Popup,*,24,61
2024-10-18T15:41:00.590-04:00,IdeState,Active,Popup,*,24,61
2024-10-18T15:41:00.841-04:00,Action,Print,Editor,*,24,61
2024-10-18T15:41:01.591-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:02.592-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:03.594-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:04.595-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:05.596-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:06.598-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:07.600-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:08.601-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:09.603-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:10.605-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:11.605-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:12.607-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:13.608-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:14.609-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:15.610-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:16.611-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:17.613-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:18.613-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:19.614-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:20.916-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:21.917-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:22.918-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:23.922-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:24.923-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:25.924-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:26.924-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:27.926-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:28.927-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:29.928-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:30.930-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:31.931-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:32.932-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:33.933-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:34.933-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:35.934-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:36.937-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:37.938-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:38.939-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:39.955-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:40.956-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:41.958-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:42.959-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:43.960-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:44.962-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:45.963-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:46.977-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:47.980-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:48.981-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:49.983-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:50.984-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:51.986-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:52.987-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:53.988-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:41:54.990-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:55.990-04:00,IdeState,Active,Editor,*,24,61
2024-10-18T15:41:56.991-04:00,IdeState,Active,Popup,*,24,61
2024-10-18T15:41:57.993-04:00,IdeState,Active,Popup,*,24,61
2024-10-18T15:41:58.710-04:00,Action,$Delete,Popup,*,24,61
2024-10-18T15:41:58.995-04:00,IdeState,Active,Popup,*,24,61
2024-10-18T15:41:59.996-04:00,IdeState,Active,Popup,*,24,61
2024-10-18T15:42:00.997-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:01.998-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:03.009-04:00,IdeState,Active,Dialog,*,-1,-1
2024-10-18T15:42:04.010-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:05.011-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:06.013-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:07.014-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:08.016-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:09.018-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:10.020-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:11.022-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:12.023-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:13.024-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:14.026-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:15.027-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:16.029-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:17.031-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:18.032-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:19.033-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:20.035-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:21.036-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:22.038-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:23.039-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:24.041-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:25.043-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:26.044-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:27.047-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:28.048-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:29.050-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:30.052-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:31.053-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:32.054-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:33.055-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:34.056-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:35.058-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:36.059-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:37.062-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:38.063-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:39.064-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:40.067-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:41.067-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:42.068-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:43.071-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:44.072-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:45.073-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:46.075-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:47.075-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:48.078-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:49.079-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:50.079-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:51.081-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:52.082-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:53.084-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:54.086-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:55.088-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:56.091-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:57.092-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:58.092-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:42:59.094-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:00.096-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:01.098-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:02.100-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:03.102-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:04.105-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:05.106-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:06.107-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:07.109-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:08.111-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:09.113-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:10.114-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:11.115-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:12.117-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:13.120-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:14.120-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:15.122-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:16.124-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:17.126-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:18.128-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:19.128-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:20.129-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:21.131-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:22.132-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:23.133-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:24.136-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:25.137-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:26.138-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:27.140-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:28.142-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:29.144-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:30.145-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:31.147-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:32.150-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:33.150-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:34.152-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:35.153-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:36.153-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:37.154-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:38.156-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:39.158-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:40.159-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:41.161-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:42.163-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:43.163-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:44.164-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:45.166-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:46.168-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:47.170-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:48.171-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:49.174-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:50.175-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:51.177-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:52.179-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:53.179-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:54.181-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:55.182-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:56.184-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:57.185-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:58.187-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:43:59.188-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:44:00.191-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:44:01.193-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:44:02.194-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:44:03.195-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:44:04.196-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:44:05.197-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:44:06.198-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:44:07.200-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:44:08.201-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:44:09.202-04:00,IdeState,Inactive,,*,-1,-1
2024-10-18T15:44:10.205-04:00,IdeState,Inactive,,*,-1,-1
2024-10-29T11:52:17.335-04:00,IdeState,Inactive,,*,-1,-1
2024-10-29T11:52:18.427-04:00,IdeState,Inactive,,*,-1,-1
2024-10-29T11:52:20.016-04:00,IdeState,Inactive,,*,-1,-1
2024-10-29T11:52:21.108-04:00,IdeState,Inactive,,*,-1,-1
2024-10-29T11:52:22.116-04:00,IdeState,Inactive,,*,-1,-1
2024-10-29T11:52:23.366-04:00,IdeState,Inactive,,*,-1,-1
2024-10-29T11:52:24.379-04:00,IdeState,Inactive,,*,-1,-1
2024-10-29T11:52:25.444-04:00,IdeState,Inactive,,*,-1,-1
2024-10-29T11:52:26.458-04:00,IdeState,Inactive,,*,-1,-1
2024-10-29T11:52:27.473-04:00,IdeState,Inactive,,*,-1,-1
